3,5,13,13
6,5,11,13
3,7,9,14
5,3,12,14
4,4,12,13
5,3,10,13
2,2,10,14
4,3,11,14
6,3,10,13
5,2,10,13
5,4,10,13
5,4,9,13
4,6,12,12
4,7,11,13
5,7,12,12
4,4,10,13
3,3,12,13
6,7,11,14
5,5,9,14
4,4,11,13
4,7,13,13
4,7,14,14
3,7,12,14
2,4,11,14
4,5,12,15
2,6,11,15
3,2,10,14
4,2,11,14
3,2,10,14
3,2,12,15
4,2,11,14
2,4,10,15
4,3,13,13
3,2,13,13
3,4,11,14
2,4,11,13
6,4,12,15
4,3,11,13
4,4,12,15
1,5,11,13
4,3,12,12
4,4,12,13
2,3,13,14
3,3,11,14
4,3,12,14
3,4,12,14
2,5,10,13
2,4,11,13
1,3,12,11
3,3,12,14
3,4,11,14
3,4,15,15
2,2,12,13
3,4,10,13
4,1,9,12
1,3,14,14
4,1,12,13
2,1,11,15
1,11,4,14
1,2,3,14
2,2,6,12
2,10,4,13
3,6,12,8
3,3,11,12
5,1,9,13
4,2,11,13
5,1,12,13
5,2,11,13
4,1,10,14
4,1,9,14
5,3,10,14
5,1,11,13
3,1,11,14
2,3,14,13
3,0,10,13
1,1,13,14
3,3,12,10
2,12,13,14
5,2,6,6
4,3,10,6
7,4,8,13
5,3,8,13
4,4,10,12
2,3,10,13
7,3,9,12
2,6,12,9
4,2,13,13
3,3,9,14
3,3,12,13
3,3,9,13
3,3,12,14
1,3,8,13
5,2,12,13
3,3,11,14
3,1,10,14
3,2,11,13
0,0,0,0
0,0,0,0
5,11,11,12
3,11,5,11
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5,2,11,14
3,1,11,14
2,4,9,14
5,3,11,14
5,3,11,13
3,4,13,13
3,5,11,14
2,6,13,14
3,5,10,14
3,6,11,14
5,7,12,13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,12,13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,2,13,12
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,2,13,13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,13,13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
